date;route_from;route_to;start_at;arrived_at;duration_in_m;is_rush_hour;weather_conditions;seasonal_happening;traffic_density
25.08.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:56;20:07;128;True;4;1;1
21.11.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:55;16:27;121;False;1;1;1
15.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:03;09:02;65;True;2;1;2
24.10.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:03;10:12;100;True;1;0;3
28.02.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:56;13:40;44;False;4;0;2
19.01.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:03;08:04;61;True;4;1;2
22.08.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:40;13:23;43;False;4;0;2
20.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:27;00:42;198;True;2;1;1
03.01.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:17;09:45;78;True;2;0;3
02.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:59;15:33;51;False;2;0;2
08.01.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:38;15:20;42;False;3;1;2
22.12.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:08;13:42;50;False;1;1;3
21.04.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:52;11:34;42;False;3;0;2
29.04.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:30;13:18;48;False;3;0;2
15.03.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:28;14:13;45;False;4;0;3
29.08.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:14;14:26;85;False;3;1;1
13.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:38;08:37;59;True;3;1;3
19.05.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:43;13:09;104;False;4;0;1
19.02.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:35;19:16;88;True;2;0;3
07.11.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:26;08:55;89;True;3;1;3
25.04.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:49;16:37;48;False;3;0;2
25.05.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:07;20:22;170;True;4;0;1
14.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:57;12:56;123;True;1;1;1
27.06.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:45;17:57;72;True;3;1;2
17.08.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:53;12:38;45;False;4;1;3
09.11.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:23;15:04;55;False;2;1;3
19.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:56;12:34;100;True;3;0;1
03.01.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:16;18:03;107;True;4;0;2
17.10.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:45;07:30;45;False;3;0;3
12.01.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:23;17:09;60;False;1;1;2
11.11.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:50;09:26;113;False;3;0;1
18.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:38;16:11;107;False;3;1;1
18.04.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:32;12:14;42;False;3;0;2
25.12.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:31;07:18;47;False;4;1;3
08.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:36;15:53;109;False;2;0;1
11.10.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:13;15:42;91;False;2;1;1
08.04.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:44;19:22;85;True;1;1;3
11.02.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:15;11:42;111;True;2;1;3
03.10.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:53;18:43;131;False;2;0;1
04.05.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:25;16:10;45;False;3;0;3
20.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:47;14:34;47;False;4;0;2
10.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:21;15:04;43;False;4;0;3
15.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:10;14:53;43;False;4;1;3
28.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:52;15:36;44;False;3;1;2
26.12.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:03;15:44;55;False;2;1;3
27.05.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:33;10:58;85;True;4;0;2
21.07.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:00;10:13;73;True;4;0;2
06.09.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:09;16:45;112;False;4;0;1
08.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:00;17:09;69;True;4;0;3
09.08.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:46;09:06;95;False;4;1;1
04.01.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:26;08:02;54;False;1;1;3
13.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:15;14:57;55;False;1;0;3
08.01.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:45;14:25;112;False;4;1;1
03.05.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:53;12:23;110;True;1;1;2
08.06.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:16;07:56;57;False;2;0;3
12.06.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:25;23:34;170;True;1;1;1
05.10.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:44;10:52;68;True;4;0;3
04.05.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:06;09:25;79;True;3;1;2
28.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:45;15:33;48;False;3;1;2
28.07.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:26;13:35;125;True;1;0;1
19.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:06;07:41;51;False;1;0;3
09.10.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:44;07:32;48;False;3;0;2
11.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:10;16:40;103;False;3;0;1
05.02.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:36;16:14;53;False;2;0;3
09.08.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:42;09:03;81;True;3;1;2
22.03.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:27;10:16;87;True;1;1;2
09.08.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:29;15:56;145;False;2;0;1
13.01.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:21;08:04;56;False;2;1;3
16.06.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:32;13:16;59;False;2;1;2
19.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:32;08:19;60;False;2;1;2
18.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:17;23:17;169;True;2;0;1
24.11.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:57;17:32;53;False;2;1;2
25.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:04;08:26;82;True;4;1;3
23.11.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:48;11:16;88;True;4;1;3
18.04.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:41;12:11;48;False;1;0;2
24.01.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:14;09:00;106;True;4;0;2
11.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:32;17:26;54;True;4;0;3
18.08.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:14;06:57;43;False;4;0;2
02.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:17;18:17;120;True;3;1;3
28.06.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:57;08:57;60;True;4;0;2
18.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:50;19:47;103;False;1;0;1
16.08.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:42;12:26;44;False;4;0;3
14.02.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:36;11:18;145;True;4;0;1
20.06.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:53;12:32;54;False;2;1;2
01.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:34;16:16;42;False;3;0;2
10.08.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:03;14:43;54;False;2;1;2
07.02.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:44;11:23;99;True;3;1;3
15.07.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:39;13:02;119;True;4;0;1
18.04.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:19;19:43;129;True;4;0;1
10.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:08;12:54;59;False;1;0;2
06.02.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:20;17:11;51;True;3;1;2
16.01.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:20;13:52;108;False;4;1;1
29.07.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:22;15:06;44;False;4;0;3
22.11.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:09;16:20;88;False;4;0;1
05.10.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:33;11:56;104;True;2;1;2
06.06.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:10;06:54;44;False;3;0;2
04.04.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:24;20:04;121;False;2;0;1
24.01.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:22;13:07;45;False;4;0;3
26.10.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:01;12:27;99;False;4;0;1
24.02.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:28;13:08;118;False;4;0;1
25.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:56;12:40;56;False;2;0;3
20.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:33;10:44;71;True;3;1;3
05.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:01;13:37;52;False;1;1;3
01.01.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:01;14:49;48;False;3;1;2
24.02.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:13;13:55;42;False;3;0;2
07.09.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:26;11:26;94;True;2;1;2
13.06.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:47;16:32;45;False;3;0;3
28.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:25;16:58;51;False;2;0;3
08.07.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:11;12:16;164;True;4;0;1
29.11.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:27;15:12;59;False;2;0;2
31.01.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:36;13:22;46;False;3;1;2
11.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:58;19:02;137;False;4;1;1
31.05.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:28;15:41;148;True;2;0;1
12.04.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:47;12:35;48;False;4;0;2
20.06.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:47;11:47;120;True;4;0;3
18.02.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:31;13:15;59;False;1;1;3
04.01.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:50;16:46;73;False;3;0;1
25.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:01;18:54;92;True;1;0;2
04.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:32;13:59;164;True;3;1;1
03.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:14;10:18;95;True;1;1;2
27.09.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:47;20:31;119;True;2;1;3
12.06.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:12;11:56;58;False;2;0;2
25.12.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:11;15:55;44;False;4;1;3
07.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:55;14:56;187;True;4;1;1
22.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:31;13:16;45;False;4;0;2
24.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:51;17:43;124;False;4;0;1
13.07.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:43;12:54;156;True;4;1;1
10.02.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:56;13:00;114;True;3;0;1
05.01.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:43;12:17;52;False;2;1;2
04.01.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:03;17:24;94;False;3;1;1
01.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:36;19:33;117;True;4;0;1
09.09.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:01;12:37;51;False;1;0;3
20.01.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:32;15:14;42;False;4;0;3
05.05.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:00;07:36;51;False;1;0;3
30.03.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:55;17:51;56;True;4;0;3
25.04.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:45;10:43;101;False;2;0;1
01.06.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:52;11:28;137;True;4;0;1
16.08.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:46;15:01;110;False;1;0;1
01.02.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:26;11:07;113;True;2;0;2
26.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:03;11:49;46;False;4;1;2
07.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:46;15:31;45;False;3;1;2
06.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:54;16:08;88;False;3;1;1
24.04.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:22;13:03;54;False;1;0;2
26.02.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:55;07:39;44;False;3;1;3
03.06.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:11;12:54;43;False;3;0;2
24.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:41;09:12;91;True;3;1;3
17.11.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:43;11:31;118;True;2;0;3
16.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:39;16:22;43;False;4;1;2
30.04.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:11;09:08;117;True;3;0;2
19.04.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:13;07:48;53;False;1;1;2
13.02.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:25;12:07;42;False;4;1;2
19.09.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:59;15:41;57;False;2;1;3
25.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:38;11:45;100;True;1;0;3
03.03.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:25;15:55;48;False;1;0;2
18.04.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:41;16:10;47;False;2;0;3
26.10.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:21;07:06;45;False;4;0;3
14.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:57;15:54;132;False;2;0;1
27.10.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:07;09:52;105;True;3;1;3
12.01.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:08;15:55;59;False;2;0;2
15.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:07;07:47;56;False;1;0;2
25.01.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:08;16:43;52;False;1;0;3
01.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:12;13:58;46;False;3;1;2
06.02.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:27;16:10;43;False;4;1;2
19.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:15;14:46;171;True;1;1;1
04.01.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:22;17:35;73;True;3;0;3
02.02.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:17;14:05;48;False;3;0;2
02.02.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:35;17:26;51;True;3;0;2
23.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:53;08:34;58;False;1;0;2
20.04.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:03;11:50;61;False;2;0;2
21.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:14;12:54;54;False;1;1;3
10.08.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:32;11:25;113;True;4;0;2
14.02.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:19;07:53;50;False;2;0;3
16.01.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:22;10:53;109;True;2;0;2
04.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:20;13:03;43;False;4;1;3
09.01.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:45;09:28;116;False;4;0;1
23.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:14;13:27;91;False;4;1;1
